,filename,x_c,y_c,w,h,class_label,confidence
0,train_17-000,0.4243285123966942,0.5061677631578947,0.05836776859504132,0.07319078947368421,1,1
1,train_17-000,0.5049070247933884,0.5736019736842105,0.1472107438016529,0.18503289473684212,1,1
2,train_17-000,0.9176136363636364,0.5867598684210527,0.1637396694214876,0.23273026315789475,1,1
3,train_17-000,0.18672520661157024,0.4888980263157895,0.02221074380165289,0.05180921052631579,0,1
4,train_17-000,0.2975206611570248,0.48026315789473684,0.012396694214876033,0.054276315789473686,0,1
5,train_17-000,0.3127582644628099,0.4790296052631579,0.016012396694214875,0.06332236842105263,0,1
6,train_17-000,0.328254132231405,0.4810855263157895,0.012913223140495868,0.05263157894736842,0,1
7,train_17-000,0.35614669421487605,0.4798519736842105,0.01084710743801653,0.05674342105263158,0,1
8,train_17-000,0.37887396694214875,0.4769736842105263,0.01084710743801653,0.04276315789473684,0,1
9,train_17-000,0.3897210743801653,0.4810855263157895,0.01084710743801653,0.047697368421052634,0,1
10,train_17-000,0.6012396694214877,0.4888980263157895,0.05268595041322314,0.046875,0,1
11,train_17-000,0.8047520661157025,0.5263157894736842,0.02066115702479339,0.09210526315789473,0,1
12,train_17-001,0.42510330578512395,0.5069901315789473,0.056818181818181816,0.07483552631578948,1,1
13,train_17-001,0.5046487603305785,0.5723684210526315,0.14772727272727273,0.19078947368421054,1,1
14,train_17-001,0.9181301652892562,0.5859375,0.16270661157024793,0.23108552631578946,1,1
15,train_17-001,0.19292355371900827,0.4987664473684211,0.020144628099173553,0.08305921052631579,0,1
16,train_17-001,0.2993285123966942,0.4790296052631579,0.012913223140495868,0.05345394736842105,0,1
17,train_17-001,0.31172520661157027,0.4798519736842105,0.017045454545454544,0.0649671052631579,0,1
18,train_17-001,0.3277376033057851,0.4819078947368421,0.014979338842975207,0.05592105263157895,0,1
19,train_17-001,0.35588842975206614,0.4786184210526316,0.010330578512396695,0.05592105263157895,0,1
20,train_17-001,0.3690599173553719,0.4819078947368421,0.011880165289256199,0.044407894736842105,0,1
21,train_17-001,0.3899793388429752,0.48067434210526316,0.012396694214876033,0.04851973684210526,0,1
22,train_17-001,0.6133780991735537,0.4897203947368421,0.012913223140495868,0.046875,0,1
23,train_17-001,0.5878099173553719,0.4856085526315789,0.012396694214876033,0.04194078947368421,0,1
24,train_17-001,0.8052685950413223,0.5263157894736842,0.02169421487603306,0.09210526315789473,0,1
25,train_17-001,0.831095041322314,0.5308388157894737,0.014462809917355372,0.078125,0,1
26,train_17-002,0.5059400826446281,0.5719572368421053,0.1472107438016529,0.19161184210526316,1,1
27,train_17-002,0.42510330578512395,0.5069901315789473,0.056818181818181816,0.07483552631578948,1,1
28,train_17-002,0.9183884297520661,0.5912828947368421,0.1621900826446281,0.24342105263157895,1,1
29,train_17-002,0.20118801652892562,0.48725328947368424,0.02221074380165289,0.07483552631578948,0,1
30,train_17-002,0.29958677685950413,0.4798519736842105,0.013429752066115703,0.05674342105263158,0,1
31,train_17-002,0.3119834710743802,0.4798519736842105,0.012396694214876033,0.0649671052631579,0,1
32,train_17-002,0.32515495867768596,0.48067434210526316,0.012913223140495868,0.055098684210526314,0,1
33,train_17-002,0.35511363636363635,0.4798519736842105,0.00981404958677686,0.05674342105263158,0,1
34,train_17-002,0.36828512396694213,0.48149671052631576,0.010330578512396695,0.04523026315789474,0,1
35,train_17-002,0.390754132231405,0.48026315789473684,0.01084710743801653,0.047697368421052634,0,1
36,train_17-002,0.5617252066115702,0.4823190789473684,0.01084710743801653,0.04194078947368421,0,1
37,train_17-002,0.5916838842975206,0.48601973684210525,0.011880165289256199,0.04111842105263158,0,1
38,train_17-002,0.6149276859504132,0.4901315789473684,0.01084710743801653,0.046052631578947366,0,1
39,train_17-002,0.8047520661157025,0.5263157894736842,0.02066115702479339,0.09375,0,1
40,train_17-002,0.828254132231405,0.5287828947368421,0.017045454545454544,0.07730263157894737,0,1
41,train_17-003,0.5049070247933884,0.5686677631578947,0.1472107438016529,0.18338815789473684,1,1
42,train_17-003,0.42536157024793386,0.5082236842105263,0.057334710743801656,0.0756578947368421,1,1
43,train_17-003,0.9178719008264463,0.5921052631578947,0.16322314049586778,0.24013157894736842,1,1
44,train_17-003,0.2037706611570248,0.48601973684210525,0.019111570247933883,0.08223684210526316,0,1
45,train_17-003,0.30010330578512395,0.4798519736842105,0.010330578512396695,0.05180921052631579,0,1
46,train_17-003,0.31017561983471076,0.4790296052631579,0.00981404958677686,0.0649671052631579,0,1
47,train_17-003,0.32257231404958675,0.48149671052631576,0.014979338842975207,0.05674342105263158,0,1
48,train_17-003,0.390495867768595,0.4798519736842105,0.010330578512396695,0.05016447368421053,0,1
49,train_17-003,0.6175103305785123,0.49054276315789475,0.01084710743801653,0.04523026315789474,0,1
50,train_17-003,0.8050103305785123,0.5263157894736842,0.02221074380165289,0.09210526315789473,0,1
51,train_17-003,0.7533574380165289,0.5016447368421053,0.012913223140495868,0.05098684210526316,0,1
52,train_17-003,0.824896694214876,0.5296052631578947,0.01652892561983471,0.0756578947368421,0,1
53,train_17-004,0.5046487603305785,0.5727796052631579,0.14669421487603307,0.19161184210526316,1,1
54,train_17-004,0.42458677685950413,0.5069901315789473,0.05785123966942149,0.07483552631578948,1,1
55,train_17-004,0.918646694214876,0.5879934210526315,0.16167355371900827,0.23026315789473684,1,1
56,train_17-004,0.20428719008264462,0.48355263157894735,0.02221074380165289,0.08717105263157894,0,1
57,train_17-004,0.3052685950413223,0.48067434210526316,0.01652892561983471,0.0649671052631579,0,1
58,train_17-004,0.3194731404958678,0.48067434210526316,0.012913223140495868,0.05838815789473684,0,1
59,train_17-004,0.37164256198347106,0.4790296052631579,0.018078512396694214,0.046875,0,1
60,train_17-004,0.3894628099173554,0.4798519736842105,0.010330578512396695,0.05016447368421053,0,1
61,train_17-004,0.6193181818181818,0.48930921052631576,0.011363636363636364,0.046052631578947366,0,1
62,train_17-004,0.7564566115702479,0.5028782894736842,0.012913223140495868,0.05016447368421053,0,1
63,train_17-004,0.8042355371900827,0.5263157894736842,0.01859504132231405,0.09210526315789473,0,1
64,train_17-004,0.8210227272727273,0.5250822368421053,0.014979338842975207,0.07154605263157894,0,1
65,train_17-004,0.8331611570247934,0.5217927631578947,0.010330578512396695,0.08634868421052631,0,1
66,train_17-005,0.5049070247933884,0.5723684210526315,0.14617768595041322,0.19078947368421054,1,1
67,train_17-005,0.42536157024793386,0.5069901315789473,0.057334710743801656,0.07483552631578948,1,1
68,train_17-005,0.9168388429752066,0.5867598684210527,0.1652892561983471,0.234375,1,1
69,train_17-005,0.20325413223140495,0.484375,0.02324380165289256,0.08881578947368421,0,1
70,train_17-005,0.30139462809917356,0.48026315789473684,0.017045454545454544,0.06578947368421052,0,1
71,train_17-005,0.31611570247933884,0.48149671052631576,0.012396694214876033,0.05674342105263158,0,1
72,train_17-005,0.33135330578512395,0.48026315789473684,0.018078512396694214,0.05098684210526316,0,1
73,train_17-005,0.35588842975206614,0.47574013157894735,0.010330578512396695,0.05016447368421053,0,1
74,train_17-005,0.3902376033057851,0.48026315789473684,0.00981404958677686,0.049342105263157895,0,1
75,train_17-005,0.549845041322314,0.48026315789473684,0.020144628099173553,0.03289473684210526,0,1
76,train_17-005,0.5991735537190083,0.4868421052631579,0.010330578512396695,0.04276315789473684,0,1
77,train_17-005,0.6213842975206612,0.49054276315789475,0.011363636363636364,0.04523026315789474,0,1
78,train_17-005,0.8047520661157025,0.5254934210526315,0.01962809917355372,0.09210526315789473,0,1
79,train_17-005,0.7587809917355371,0.4995888157894737,0.015495867768595042,0.04851973684210526,0,1
80,train_17-005,0.8166322314049587,0.5287828947368421,0.014462809917355372,0.07894736842105263,0,1
81,train_17-005,0.831095041322314,0.5209703947368421,0.014462809917355372,0.08634868421052631,0,1
82,train_17-006,0.5059400826446281,0.5699013157894737,0.1472107438016529,0.1875,1,1
83,train_17-006,0.42484504132231404,0.5061677631578947,0.057334710743801656,0.07483552631578948,1,1
84,train_17-006,0.9168388429752066,0.5892269736842105,0.1652892561983471,0.23601973684210525,1,1
85,train_17-006,0.2037706611570248,0.48355263157894735,0.021177685950413222,0.09210526315789473,0,1
86,train_17-006,0.30010330578512395,0.4823190789473684,0.01756198347107438,0.06825657894736842,0,1
87,train_17-006,0.315599173553719,0.48149671052631576,0.013429752066115703,0.060032894736842105,0,1
88,train_17-006,0.3305785123966942,0.4740953947368421,0.015495867768595042,0.033717105263157895,0,1
89,train_17-006,0.3615702479338843,0.4765625,0.02066115702479339,0.04358552631578947,0,1
90,train_17-006,0.3902376033057851,0.48067434210526316,0.01084710743801653,0.04851973684210526,0,1
91,train_17-006,0.5433884297520661,0.48026315789473684,0.024793388429752067,0.039473684210526314,0,1
92,train_17-006,0.8042355371900827,0.5271381578947368,0.02169421487603306,0.09046052631578948,0,1
93,train_17-006,0.8256714876033058,0.5217927631578947,0.017045454545454544,0.08634868421052631,0,1
94,train_17-007,0.5038739669421488,0.5678453947368421,0.1503099173553719,0.19325657894736842,1,1
95,train_17-007,0.4243285123966942,0.5074013157894737,0.05836776859504132,0.0756578947368421,1,1
96,train_17-007,0.9170971074380165,0.5896381578947368,0.16477272727272727,0.23355263157894737,1,1
97,train_17-007,0.2022210743801653,0.4847861842105263,0.021177685950413222,0.09292763157894737,0,1
98,train_17-007,0.297004132231405,0.4819078947368421,0.01859504132231405,0.07072368421052631,0,1
99,train_17-007,0.3122417355371901,0.484375,0.016012396694214875,0.05756578947368421,0,1
100,train_17-007,0.3285123966942149,0.4745065789473684,0.022727272727272728,0.03618421052631579,0,1
101,train_17-007,0.37422520661157027,0.4765625,0.02427685950413223,0.04358552631578947,0,1
102,train_17-007,0.5395144628099173,0.4732730263157895,0.02324380165289256,0.022203947368421052,0,1
103,train_17-007,0.8044938016528925,0.5259046052631579,0.020144628099173553,0.09292763157894737,0,1
104,train_17-007,0.8217975206611571,0.5197368421052632,0.01859504132231405,0.08552631578947369,0,1
105,train_17-008,0.5041322314049587,0.5723684210526315,0.14669421487603307,0.18914473684210525,1,1
106,train_17-008,0.42484504132231404,0.506578947368421,0.05630165289256198,0.0756578947368421,1,1
107,train_17-008,0.9178719008264463,0.5888157894736842,0.16322314049586778,0.23355263157894737,1,1
108,train_17-008,0.20118801652892562,0.4897203947368421,0.02221074380165289,0.09950657894736842,0,1
109,train_17-008,0.2946797520661157,0.4810855263157895,0.018078512396694214,0.07072368421052631,0,1
110,train_17-008,0.30888429752066116,0.4831414473684211,0.014462809917355372,0.05838815789473684,0,1
111,train_17-008,0.32205578512396693,0.47574013157894735,0.011880165289256199,0.04194078947368421,0,1
112,train_17-008,0.3662190082644628,0.47820723684210525,0.026859504132231406,0.046875,0,1
113,train_17-008,0.3912706611570248,0.4798519736842105,0.00981404958677686,0.04851973684210526,0,1
114,train_17-008,0.8047520661157025,0.5254934210526315,0.02169421487603306,0.09046052631578948,0,1
115,train_17-008,0.8176652892561983,0.5197368421052632,0.01756198347107438,0.0805921052631579,0,1
116,train_17-009,0.5046487603305785,0.5744243421052632,0.14772727272727273,0.19325657894736842,1,1
117,train_17-009,0.42458677685950413,0.5078125,0.058884297520661155,0.07648026315789473,1,1
118,train_17-009,0.9178719008264463,0.5929276315789473,0.16322314049586778,0.2450657894736842,1,1
119,train_17-009,0.1978305785123967,0.4888980263157895,0.01962809917355372,0.09950657894736842,0,1
120,train_17-009,0.29106404958677684,0.48273026315789475,0.018078512396694214,0.06907894736842106,0,1
121,train_17-009,0.3068181818181818,0.484375,0.014462809917355372,0.05921052631578947,0,1
122,train_17-009,0.3199896694214876,0.4745065789473684,0.011880165289256199,0.039473684210526314,0,1
123,train_17-009,0.3367768595041322,0.47162828947368424,0.01756198347107438,0.04194078947368421,0,1
124,train_17-009,0.35795454545454547,0.4831414473684211,0.015495867768595042,0.046875,0,1
125,train_17-009,0.37241735537190085,0.4761513157894737,0.010330578512396695,0.04276315789473684,0,1
126,train_17-009,0.3899793388429752,0.4798519736842105,0.010330578512396695,0.05016447368421053,0,1
127,train_17-009,0.8050103305785123,0.5254934210526315,0.021177685950413222,0.08881578947368421,0,1
128,train_17-009,0.828254132231405,0.5201480263157895,0.020144628099173553,0.09457236842105263,0,1
129,train_17-009,0.8158574380165289,0.5180921052631579,0.016012396694214875,0.07894736842105263,0,1
130,train_17-010,0.5054235537190083,0.5711348684210527,0.1472107438016529,0.18832236842105263,1,1
131,train_17-010,0.42510330578512395,0.5074013157894737,0.05785123966942149,0.0756578947368421,1,1
132,train_17-010,0.9176136363636364,0.5879934210526315,0.1637396694214876,0.23026315789473684,1,1
133,train_17-010,0.1949896694214876,0.49136513157894735,0.021177685950413222,0.09950657894736842,0,1
134,train_17-010,0.2887396694214876,0.48273026315789475,0.01756198347107438,0.07236842105263158,0,1
135,train_17-010,0.3047520661157025,0.4856085526315789,0.015495867768595042,0.06332236842105263,0,1
136,train_17-010,0.33987603305785125,0.47738486842105265,0.012396694214876033,0.055098684210526314,0,1
137,train_17-010,0.359504132231405,0.4839638157894737,0.011363636363636364,0.05016447368421053,0,1
138,train_17-010,0.37267561983471076,0.4786184210526316,0.00981404958677686,0.049342105263157895,0,1
139,train_17-010,0.3899793388429752,0.48026315789473684,0.010330578512396695,0.05098684210526316,0,1
140,train_17-010,0.6107954545454546,0.4876644736842105,0.00981404958677686,0.046052631578947366,0,1
141,train_17-010,0.8044938016528925,0.524671052631579,0.020144628099173553,0.09539473684210527,0,1
142,train_17-010,0.8256714876033058,0.5201480263157895,0.021177685950413222,0.09457236842105263,0,1
143,train_17-011,0.5051652892561983,0.5694901315789473,0.14669421487603307,0.18503289473684212,1,1
144,train_17-011,0.42458677685950413,0.5069901315789473,0.056818181818181816,0.07483552631578948,1,1
145,train_17-011,0.9173553719008265,0.5921052631578947,0.16425619834710745,0.23848684210526316,1,1
146,train_17-011,0.1918904958677686,0.4925986842105263,0.021177685950413222,0.1069078947368421,0,1
147,train_17-011,0.28538223140495866,0.4823190789473684,0.017045454545454544,0.07154605263157894,0,1
148,train_17-011,0.30139462809917356,0.4839638157894737,0.014979338842975207,0.061677631578947366,0,1
149,train_17-011,0.3122417355371901,0.4761513157894737,0.013946280991735538,0.05592105263157895,0,1
150,train_17-011,0.33419421487603307,0.4777960526315789,0.02169421487603306,0.054276315789473686,0,1
151,train_17-011,0.37293388429752067,0.4798519736842105,0.012396694214876033,0.04851973684210526,0,1
152,train_17-011,0.3902376033057851,0.47944078947368424,0.01084710743801653,0.05098684210526316,0,1
153,train_17-011,0.5697314049586777,0.4847861842105263,0.014462809917355372,0.04029605263157895,0,1
154,train_17-011,0.6133780991735537,0.48848684210526316,0.012913223140495868,0.047697368421052634,0,1
155,train_17-011,0.8047520661157025,0.5238486842105263,0.01859504132231405,0.09375,0,1
